id,date,hour,from,from_id,text_clean,reply_to_message_id,forwarded_from,edited,sticker_emoji,media_type,reactions
31392,2025-10-13 17:19:08,17,osy (simut),user5384267911,QKWKWKWK DI BEC BNYK,31362.0,,,,,
31393,2025-10-13 17:19:36,17,osy (simut),user5384267911,"IYH, mksd ak mengerjakan tgs kelompok dulu 🥰",31364.0,,,,,
31394,2025-10-13 17:19:47,17,osy (simut),user5384267911,Mantap tw lucu,31366.0,,,,,
31395,2025-10-13 17:19:51,17,osy (simut),user5384267911,IYAAA,31367.0,,,,,
31396,2025-10-13 17:19:55,17,osy (simut),user5384267911,Murid,31368.0,,,,,
31397,2025-10-13 17:20:01,17,osy (simut),user5384267911,Guru cabul,31369.0,,2025-10-13T17:39:59,,,"[{'type': 'emoji', 'count': 1, 'emoji': '👀', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-13T17:39:59'}]}]"
31398,2025-10-13 17:20:27,17,osy (simut),user5384267911,Katanya kalau ada yang cabul cabul langsung hubungi ibu dosennya ajhh,31371.0,,,,,
31399,2025-10-13 17:20:32,17,osy (simut),user5384267911,Tdk yh,31372.0,,,,,
31400,2025-10-13 17:20:36,17,osy (simut),user5384267911,Sdh berumur 21,,,,,,
31401,2025-10-13 17:20:45,17,osy (simut),user5384267911,WKWKWK,31375.0,,,,,
31402,2025-10-13 17:20:49,17,osy (simut),user5384267911,Emng msh cocok jd maba,,,,,,
31403,2025-10-13 17:20:53,17,osy (simut),user5384267911,Tp gmw jd maba lg,,,,,,
31404,2025-10-13 17:20:56,17,osy (simut),user5384267911,Nyeri cangkeng,,,,,,
31405,2025-10-13 17:21:10,17,osy (simut),user5384267911,AHAHAHAAH 😭😭😭,31376.0,,,,,
31406,2025-10-13 17:21:23,17,osy (simut),user5384267911,Lah sama kok gak pernah liat 😞,,,,,,
31407,2025-10-13 17:21:30,17,osy (simut),user5384267911,LUCU WKWKWKW,31378.0,,,,,
31408,2025-10-13 17:21:32,17,osy (simut),user5384267911,KWBAYANG,,,2025-10-13T17:42:30,,,"[{'type': 'emoji', 'count': 1, 'emoji': '👀', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-13T17:42:30'}]}]"
31409,2025-10-13 17:21:37,17,osy (simut),user5384267911,🫢🫢🫢,,,,,,
31410,2025-10-13 17:21:40,17,osy (simut),user5384267911,Kating bunga ini co,,,,,,
31411,2025-10-13 17:21:46,17,osy (simut),user5384267911,Iyh sptnyaa,31382.0,,,,,
31412,2025-10-13 17:21:53,17,osy (simut),user5384267911,WOI GEMBROT,31383.0,,,,,
31413,2025-10-13 17:22:02,17,osy (simut),user5384267911,Meleleh bgt,,,,,,
31415,2025-10-13 17:22:19,17,osy (simut),user5384267911,PARAH WKWKWKW,31384.0,,,,,
31416,2025-10-13 17:22:35,17,osy (simut),user5384267911,Ow cie ad Gilbert 🫢,,,,,,
31417,2025-10-13 17:22:54,17,osy (simut),user5384267911,Loh kan mmng,31386.0,,,,,
31418,2025-10-13 17:23:01,17,osy (simut),user5384267911,Loh km jg op,31388.0,,,,,
31419,2025-10-13 17:23:07,17,osy (simut),user5384267911,Semuanya itu jd mantap,,,,,,
31452,2025-10-13 19:33:59,19,osy (simut),user5384267911,PARAH BGT,31422.0,,2025-10-13T20:13:08,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😁', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-13T20:13:08'}]}]"
31453,2025-10-13 19:34:05,19,osy (simut),user5384267911,Nnti ak print,31420.0,,2025-10-13T20:13:49,,,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-13T20:13:49'}]}]"
31454,2025-10-13 19:34:12,19,osy (simut),user5384267911,Mw logan lerman jg,,,,,,
31456,2025-10-13 19:34:48,19,osy (simut),user5384267911,Ada yang jual powerbank gak?,31423.0,,,,,
31457,2025-10-13 19:34:58,19,osy (simut),user5384267911,Kepikiran membuat sesuatu,31424.0,,,,,
31458,2025-10-13 19:35:00,19,osy (simut),user5384267911,HEHEHEHE,,,,,,
31459,2025-10-13 19:35:19,19,osy (simut),user5384267911,JUJUR TKTTT,31427.0,,,,,
31460,2025-10-13 19:35:22,19,osy (simut),user5384267911,Gas,31429.0,,2025-10-13T20:16:45,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🔥', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-13T20:16:45'}]}]"
31461,2025-10-13 19:35:33,19,osy (simut),user5384267911,Gpp kt beda setahun tp twins,31430.0,,,,,
31462,2025-10-13 19:35:44,19,osy (simut),user5384267911,"Gk setahun jg sie, kurang",,,,,,
31463,2025-10-13 19:36:03,19,osy (simut),user5384267911,"Bnr, km lah kating ief itu",31433.0,,2025-10-13T20:17:02,,,"[{'type': 'emoji', 'count': 1, 'emoji': '👀', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-13T20:17:02'}]}]"
31464,2025-10-13 19:36:22,19,osy (simut),user5384267911,Iyh 😢,31436.0,,2025-10-13T20:17:06,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-13T20:17:06'}]}]"
31465,2025-10-13 19:36:56,19,osy (simut),user5384267911,Tp terasa,31438.0,,,,,
31466,2025-10-13 19:37:18,19,osy (simut),user5384267911,Apkh km saudaranya anu di conjuring,,,,,,
31467,2025-10-13 19:37:39,19,osy (simut),user5384267911,🫢🌸,31439.0,,,,,
31468,2025-10-13 19:37:47,19,osy (simut),user5384267911,"Parah bgt, tp iyh sptnya",31441.0,,2025-10-13T20:17:37,,,"[{'type': 'emoji', 'count': 1, 'emoji': '👀', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-13T20:17:37'}]}]"
31469,2025-10-13 19:37:52,19,osy (simut),user5384267911,AHAHAHAHAHA,31442.0,,,,,
31470,2025-10-13 19:37:54,19,osy (simut),user5384267911,Kupluk,,,2025-10-13T20:17:40,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-13T20:17:40'}]}]"
31471,2025-10-13 19:38:07,19,osy (simut),user5384267911,Cintaku bertepuk sebelah tangan,31443.0,,,,,
31472,2025-10-13 19:38:10,19,osy (simut),user5384267911,Bleh jg,31444.0,,2025-10-13T20:17:59,,,"[{'type': 'emoji', 'count': 1, 'emoji': '👀', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-13T20:17:59'}]}]"
31473,2025-10-13 19:38:22,19,osy (simut),user5384267911,Baleee pls come back 😢😢😢,31446.0,,,,,
31474,2025-10-13 19:38:26,19,osy (simut),user5384267911,IYHH,31447.0,,,,,
31475,2025-10-13 19:38:33,19,osy (simut),user5384267911,LAH IHA MIRIP,31449.0,,,,,
31476,2025-10-13 19:38:36,19,osy (simut),user5384267911,Kyk pas msh bocil,,,,,,
31477,2025-10-13 19:38:45,19,osy (simut),user5384267911,Tp itu beda skintone,,,,,,
31478,2025-10-13 19:38:56,19,osy (simut),user5384267911,Tp inget lg krn ad dia yh,31451.0,,,,,
31479,2025-10-13 19:39:42,19,osy (simut),user5384267911,Too much gk kl ak salting,,,2025-10-13T20:18:53,,video_file,
31480,2025-10-13 19:40:36,19,osy (simut),user5384267911,Itu btw lagunya dia yang muter,,,,,,
31481,2025-10-13 19:40:39,19,osy (simut),user5384267911,Sambil mancing,,,,,,
31482,2025-10-13 19:40:43,19,osy (simut),user5384267911,Trs yang dan...,,,,,,
31483,2025-10-13 19:41:19,19,osy (simut),user5384267911,Kesenjangan alat pancing,,,,,,
31484,2025-10-13 19:41:38,19,osy (simut),user5384267911,Ih ini 😢 emot finding bale gk sih,,,,,,
31485,2025-10-13 19:45:25,19,osy (simut),user5384267911,"Ini dia awalnya chat aku lg di mana, aku kan di tempat spawn. Trs dia nyamperin. Nanya nanya tp cuma seputar mancing doang 😢. Terus dia pamerin ikan ikan secret yang gede gede (monyet), aku diajak naik kapal dia yang gede bgt itu, sampe jatuh berkali kali krn ak gak pencet tmpt duduknya. Terus diajak ke tempat lumba lumba, dia yang mancing. Terus blng spt di foto",31479.0,,,,,
31486,2025-10-13 19:47:56,19,osy (simut),user5384267911,Trs aku diajak keliling spot buat cari duit yang banyak karena katanya ak gak punya duit (emang). Sambil bilang jangan petakilan biar gak balik ke tempat spawn,,,2025-10-13T19:51:23,,,
31487,2025-10-13 19:48:11,19,osy (simut),user5384267911,Dia mainnya smbil on mic,,,,,,
31488,2025-10-13 19:48:33,19,osy (simut),user5384267911,Walaupun budeg bgt ak ngomong hrs rada keras biar dia denger,,,,,,
31489,2025-10-13 19:50:17,19,osy (simut),user5384267911,KAYAK DJDJDHDGD,,,,,,
31490,2025-10-13 19:50:21,19,osy (simut),user5384267911,Janji ini terakhir,,,,,,
31491,2025-10-13 19:50:23,19,osy (simut),user5384267911,😞☝️🏻,,,,,,
31492,2025-10-13 19:51:36,19,osy (simut),user5384267911,Mf yh brisik,,,,,,
31524,2025-10-14 07:00:42,7,osy (simut),user5384267911,Hiii nnti ak bales okk,,,,,,
31525,2025-10-14 07:00:47,7,osy (simut),user5384267911,Ini omtewe ke sklh,,,,,,
31526,2025-10-14 07:00:51,7,osy (simut),user5384267911,Tktnyo,,,,,,
31527,2025-10-14 07:01:40,7,osy (simut),user5384267911,Spt byasa dgn my ibu,,,2025-10-14T10:00:16,,video_file,"[{'type': 'emoji', 'count': 1, 'emoji': '❤', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-14T10:00:16'}]}]"
31546,2025-10-14 14:33:08,14,osy (simut),user5384267911,Nsmti mlm ak bls okk,,,,,,
31547,2025-10-14 14:33:13,14,osy (simut),user5384267911,Full bgt enih,,,,,,
31548,2025-10-14 14:33:17,14,osy (simut),user5384267911,Kentutnyhh,,,,,,
31549,2025-10-14 14:33:26,14,osy (simut),user5384267911,Cowok smw lg di klsnya,,,,,,
31555,2025-10-14 14:50:46,14,osy (simut),user5384267911,Blm plng 😢😢😢,,,,,,
31556,2025-10-14 14:50:51,14,osy (simut),user5384267911,Jam 5 plngnya,,,,,,
31557,2025-10-14 14:51:01,14,osy (simut),user5384267911,Nooo bale 😢,31554.0,,2025-10-14T14:51:47,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-14T14:51:47'}]}]"
31558,2025-10-14 14:51:11,14,osy (simut),user5384267911,Nnti ak cerita,31552.0,,,,,
31562,2025-10-14 14:52:12,14,osy (simut),user5384267911,Hyy sandy mini 😘,31559.0,,,,,
31563,2025-10-14 14:52:18,14,osy (simut),user5384267911,Dari jam 7 deym,31560.0,,,,,
31564,2025-10-14 14:52:26,14,osy (simut),user5384267911,Kentut bgt lg guru pamongnya,,,,,,
31588,2025-10-15 06:53:17,6,osy (simut),user5384267911,Asiq,31565.0,,,,,
31589,2025-10-15 06:53:21,6,osy (simut),user5384267911,Dem,31566.0,,,,,
31590,2025-10-15 06:53:29,6,osy (simut),user5384267911,Anu yang membimbing aku di sekolah,31567.0,,,,,
31591,2025-10-15 06:53:39,6,osy (simut),user5384267911,Tp day 1 udh ditinggal ngajar 3 kelas,,,,,,
31592,2025-10-15 06:53:41,6,osy (simut),user5384267911,Kentut,,,,,,
31593,2025-10-15 06:54:21,6,osy (simut),user5384267911,Aku abis begadang ngerjain artikel,,,,,,
31594,2025-10-15 06:54:24,6,osy (simut),user5384267911,Kemarin tidur bentar,,,,,,
31608,2025-10-15 09:57:03,9,osy (simut),user5384267911,JURRR,31597.0,,,,,
31609,2025-10-15 09:57:10,9,osy (simut),user5384267911,INI ANAK ANAK AK JG NGOMONGIN ITU,,,,,,
31610,2025-10-15 09:57:13,9,osy (simut),user5384267911,Pgn ketawa,,,,,,
31611,2025-10-15 09:57:16,9,osy (simut),user5384267911,😞😞😞,,,,,,
31612,2025-10-15 09:57:22,9,osy (simut),user5384267911,Gk aman,31601.0,,,,,
31613,2025-10-15 09:57:34,9,osy (simut),user5384267911,Senin Selasa Rabu Sabtuu,31603.0,,,,,
31618,2025-10-15 12:51:53,12,osy (simut),user5384267911,"LUCUNYOOO, HAJAR 😈🌸",31614.0,,,,,
31619,2025-10-15 12:52:04,12,osy (simut),user5384267911,Baleg moal,31615.0,,,,,
31620,2025-10-15 12:52:09,12,osy (simut),user5384267911,(smbil pose),,,,,,
31621,2025-10-15 12:52:12,12,osy (simut),user5384267911,Moal baleg,,,,,,
31622,2025-10-15 12:52:17,12,osy (simut),user5384267911,CAPEEEKK,31616.0,,,,,
31623,2025-10-15 12:52:21,12,osy (simut),user5384267911,Berisik bgt fakmen,,,,,,
31624,2025-10-15 12:52:28,12,osy (simut),user5384267911,Dari jam 7 sammpe jam 5,31617.0,,2025-10-15T13:14:23,,,
31625,2025-10-15 12:54:02,12,osy (simut),user5384267911,"YAKAN, GANTENG BGT",31497.0,,,,,
31626,2025-10-15 12:54:08,12,osy (simut),user5384267911,Pas tua aja seganteng itu coy,,,,,,
31627,2025-10-15 12:54:22,12,osy (simut),user5384267911,Itu dicukur jenggotnya jg udh mantep,,,,,,
31628,2025-10-15 12:54:30,12,osy (simut),user5384267911,WKWKWK PARAH BGT,31498.0,,,,,
31629,2025-10-15 12:54:43,12,osy (simut),user5384267911,Jgn gt dong 😢,31499.0,,,,,
31630,2025-10-15 12:54:46,12,osy (simut),user5384267911,Moal baleg,,,,,,
31631,2025-10-15 12:54:48,12,osy (simut),user5384267911,Baleg moal,,,2025-10-15T14:11:17,,,"[{'type': 'emoji', 'count': 1, 'emoji': '👀', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-15T14:11:17'}]}]"
31632,2025-10-15 12:55:00,12,osy (simut),user5384267911,Dia yang jomok bkn ak,31501.0,,,,,
31633,2025-10-15 12:55:08,12,osy (simut),user5384267911,Noooo 😢😢😢,31502.0,,2025-10-15T14:11:41,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-15T14:11:41'}]}]"
31634,2025-10-15 12:55:18,12,osy (simut),user5384267911,Sembilan bulan spt mengandung,31503.0,,,,,
31635,2025-10-15 12:55:23,12,osy (simut),user5384267911,Hy anime,31504.0,,2025-10-15T14:12:26,,,"[{'type': 'emoji', 'count': 1, 'emoji': '👀', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-15T14:12:26'}]}]"
31637,2025-10-15 12:55:38,12,osy (simut),user5384267911,Geh bgt benget,31636.0,,,,,
31638,2025-10-15 12:55:52,12,osy (simut),user5384267911,Bnrrr,31508.0,,,,,
31639,2025-10-15 12:55:58,12,osy (simut),user5384267911,Iyaaa,31510.0,,,,,
31640,2025-10-15 12:56:06,12,osy (simut),user5384267911,Yang ganteng pas smp pas udah gede asa beda yh,,,,,,
31641,2025-10-15 12:56:24,12,osy (simut),user5384267911,Act of service-nya mantep bgt,31512.0,,2025-10-15T14:13:00,,,"[{'type': 'emoji', 'count': 1, 'emoji': '👀', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-15T14:13:00'}]}]"
31642,2025-10-15 12:56:27,12,osy (simut),user5384267911,DgHehejdgshw,,,,,,
31643,2025-10-15 12:56:59,12,osy (simut),user5384267911,Ranting kayu itu berkelahi dengan pedang duyung 💔,31514.0,,,,,
31644,2025-10-15 12:58:13,12,osy (simut),user5384267911,Lg finding bale 😢,31515.0,,,,,
31645,2025-10-15 12:58:37,12,osy (simut),user5384267911,"Bnr, dia mancing secret aku jadi juragan kerang",31517.0,,,,,
31646,2025-10-15 12:58:43,12,osy (simut),user5384267911,BENER,31519.0,,,,,
31647,2025-10-15 12:58:47,12,osy (simut),user5384267911,Ntar abis itu teh ilang,,,,,,
31648,2025-10-15 12:58:52,12,osy (simut),user5384267911,Avoidant final boss,,,,,,
31649,2025-10-15 12:59:02,12,osy (simut),user5384267911,Iya 😭😭😭,31520.0,,,,,
31650,2025-10-15 12:59:06,12,osy (simut),user5384267911,HEHEHE,31521.0,,,,,
31651,2025-10-15 12:59:08,12,osy (simut),user5384267911,Soalnya anu,,,,,,
31652,2025-10-15 12:59:12,12,osy (simut),user5384267911,Hehehe,31523.0,,,,,
31653,2025-10-15 12:59:13,12,osy (simut),user5384267911,Makasih yhh,,,,,,
31654,2025-10-15 12:59:21,12,osy (simut),user5384267911,WKWKWK GAK TAU JUJUR,31528.0,,2025-10-15T14:14:52,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-15T14:14:52'}]}]"
31655,2025-10-15 12:59:23,12,osy (simut),user5384267911,Tp lucu,,,,,,
31656,2025-10-15 12:59:26,12,osy (simut),user5384267911,Baleg moal,,,,,,
31657,2025-10-15 12:59:28,12,osy (simut),user5384267911,Moal baleg,,,,,,
31658,2025-10-15 13:00:11,13,osy (simut),user5384267911,ADAA DI TO B SM C,31535.0,,,,,
31659,2025-10-15 13:00:24,13,osy (simut),user5384267911,"Rapik namanya kalau di TO C, bentuk wajahnya mirip Draco",,,2025-10-15T13:14:55,,,
31660,2025-10-15 13:00:36,13,osy (simut),user5384267911,Ganteng itu,,,,,,
31661,2025-10-15 13:00:44,13,osy (simut),user5384267911,Terus siapa ya namanya teh lupa,,,,,,
31662,2025-10-15 13:00:52,13,osy (simut),user5384267911,Omg smngt belajar anal,31536.0,,2025-10-15T14:15:13,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🥰', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-15T14:15:13'}]}]"
31663,2025-10-15 13:00:57,13,osy (simut),user5384267911,ASLIII,31537.0,,2025-10-15T14:15:17,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-15T14:15:17'}]}]"
31701,2025-10-16 12:49:39,12,osy (simut),user5384267911,Ow...,31664.0,,2025-10-16T17:15:21,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-16T17:15:21'}]}]"
31702,2025-10-16 12:49:47,12,osy (simut),user5384267911,WKWKWKW,31665.0,,,,,
31703,2025-10-16 12:49:52,12,osy (simut),user5384267911,Lupaa posenyh,,,,,,
31705,2025-10-16 12:53:28,12,osy (simut),user5384267911,HAHAHAHAA,,,,,,
31706,2025-10-16 12:53:43,12,osy (simut),user5384267911,ASLI,31667.0,,,,,
31707,2025-10-16 12:53:46,12,osy (simut),user5384267911,Bgt bgt,,,,,,
31708,2025-10-16 12:54:05,12,osy (simut),user5384267911,AHAHAHAHA,31673.0,,,,,
31709,2025-10-16 12:54:20,12,osy (simut),user5384267911,Gk pnya 🥰,,,,,,
31710,2025-10-16 12:54:28,12,osy (simut),user5384267911,Rill cuy,31675.0,,2025-10-16T17:16:55,,,"[{'type': 'emoji', 'count': 1, 'emoji': '👀', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-16T17:16:55'}]}]"
31711,2025-10-16 12:54:35,12,osy (simut),user5384267911,Bnr ituh,31676.0,,2025-10-16T17:16:52,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-16T17:16:52'}]}]"
31712,2025-10-16 12:54:52,12,osy (simut),user5384267911,"Iyh, slmt cuti bale 😢",31678.0,,2025-10-16T17:16:59,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-16T17:16:59'}]}]"
31713,2025-10-16 12:55:07,12,osy (simut),user5384267911,"Jgn ok, msh 15 thn",31682.0,,,,,
31714,2025-10-16 12:55:12,12,osy (simut),user5384267911,AHAHAHAHA,31685.0,,,,,
31715,2025-10-16 12:55:15,12,osy (simut),user5384267911,Support ganjar,,,2025-10-16T17:17:11,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🥰', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-16T17:17:11'}]}]"
31716,2025-10-16 12:55:21,12,osy (simut),user5384267911,KNP SI 😭😭😭,31686.0,,,,,
31717,2025-10-16 12:55:44,12,osy (simut),user5384267911,DSR BOCIL ROBLOX 😭,31688.0,,,,,
31718,2025-10-16 12:56:06,12,osy (simut),user5384267911,Udh summit semua ituh jd gk perlu checkpoint lgi,31689.0,,,,,
31719,2025-10-16 13:35:44,13,osy (simut),user5384267911,"Lg carry ini ges, berat bgt pundak",,,,,,
31723,2025-10-16 17:15:04,17,osy (simut),user5384267911,NGGAKK,,,,,,
31724,2025-10-16 17:15:07,17,osy (simut),user5384267911,Syakeppo,,,,,,
31725,2025-10-16 17:15:11,17,osy (simut),user5384267911,Syantiks,,,,,,
31726,2025-10-16 17:15:19,17,osy (simut),user5384267911,🫢🌸,,,,,,
31746,2025-10-16 17:21:16,17,osy (simut),user5384267911,😭😭😭😭,,,,,,
31747,2025-10-16 17:21:33,17,osy (simut),user5384267911,Baru aj mau ngetik,31729.0,,,,,
31748,2025-10-16 17:21:39,17,osy (simut),user5384267911,58/100 deh,,,,,,
31749,2025-10-16 17:21:43,17,osy (simut),user5384267911,Biar jd presiden,,,,,,
31750,2025-10-16 17:21:48,17,osy (simut),user5384267911,WKWKWKWKW,31732.0,,,,,
31751,2025-10-16 17:21:55,17,osy (simut),user5384267911,Cocok lg sm pertanyaan dodolnyh,,,,,,
31752,2025-10-16 17:22:00,17,osy (simut),user5384267911,Waduch,31733.0,,2025-10-16T17:24:27,,,"[{'type': 'emoji', 'count': 1, 'emoji': '👀', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-16T17:24:27'}]}]"
31753,2025-10-16 17:22:15,17,osy (simut),user5384267911,Si bunga itu terbunga-bunga,31734.0,,,,,
31754,2025-10-16 17:22:29,17,osy (simut),user5384267911,Gpp krn roblox tdk prnh pergi,31735.0,,,,,
31755,2025-10-16 17:22:33,17,osy (simut),user5384267911,Yknn,31736.0,,2025-10-16T17:24:48,,,"[{'type': 'emoji', 'count': 1, 'emoji': '😢', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-16T17:24:48'}]}]"
31756,2025-10-16 17:22:41,17,osy (simut),user5384267911,MAKANYAAA,31741.0,,,,,
31757,2025-10-16 17:22:51,17,osy (simut),user5384267911,"Udah dikasih tau ini itu masih nanya, monyet",,,,,,
31761,2025-10-16 17:23:19,17,osy (simut),user5384267911,Ini jg ppt buatan mereka ms hrs ak yang revisi,,,,,,
31762,2025-10-16 17:23:27,17,osy (simut),user5384267911,Krn kurang,,,,,,
31763,2025-10-16 17:23:35,17,osy (simut),user5384267911,IHH PAKE PLS LUCU,31743.0,,,,,
31764,2025-10-16 17:23:41,17,osy (simut),user5384267911,GMW,31759.0,,,,,
31765,2025-10-16 17:23:45,17,osy (simut),user5384267911,Sisanya jlek,,,,,,
31766,2025-10-16 17:23:52,17,osy (simut),user5384267911,Ak gmw muka q setengah setengah,,,,,,
31777,2025-10-16 17:25:28,17,osy (simut),user5384267911,Biar jd presiden,31768.0,,,,,
31779,2025-10-16 17:25:46,17,osy (simut),user5384267911,Pgn lht 😧😧😧,31769.0,,,,,
31780,2025-10-16 17:25:53,17,osy (simut),user5384267911,AHAHAHA,31770.0,,,,,
31781,2025-10-16 17:26:01,17,osy (simut),user5384267911,Hrs digebukin,31773.0,,,,,
31782,2025-10-16 17:26:03,17,osy (simut),user5384267911,Alhamdulillah tp beres,,,,,,
31783,2025-10-16 17:26:08,17,osy (simut),user5384267911,Mereka aja ah yang revisi,,,,,,
31784,2025-10-16 17:26:13,17,osy (simut),user5384267911,Kentut aj kl sm ak smw,,,,,,
31785,2025-10-16 17:26:23,17,osy (simut),user5384267911,MANAAA,31776.0,,,,,
31786,2025-10-16 17:26:45,17,osy (simut),user5384267911,Nak tengok,,,,,,
31789,2025-10-16 17:27:18,17,osy (simut),user5384267911,Lht bulu mata ak udh begitu tp gk bs lentik,31787.0,,,,,
31790,2025-10-16 17:27:22,17,osy (simut),user5384267911,ASIQ OK,31788.0,,,,,
31798,2025-10-16 17:32:14,17,osy (simut),user5384267911,GK GT,31793.0,,,,,
31799,2025-10-16 17:32:18,17,osy (simut),user5384267911,Yuks,31794.0,,2025-10-16T17:38:37,,,"[{'type': 'emoji', 'count': 1, 'emoji': '🥰', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-16T17:38:37'}]}]"
31800,2025-10-16 17:32:23,17,osy (simut),user5384267911,Hooo,31796.0,,,,,
31801,2025-10-16 17:32:29,17,osy (simut),user5384267911,Apkh gk prlu dijepit,,,,,,
31802,2025-10-16 17:33:25,17,osy (simut),user5384267911,Bgini lah kira kira,31728.0,,,,video_file,
31810,2025-10-16 17:41:09,17,osy (simut),user5384267911,Bgs,31803.0,,,,,
31812,2025-10-16 17:41:18,17,osy (simut),user5384267911,Tak nakk,31805.0,,,,,
31813,2025-10-16 17:41:35,17,osy (simut),user5384267911,Ak bli yang 20k aj sie,31808.0,,,,,
31814,2025-10-16 17:41:41,17,osy (simut),user5384267911,Trims tutornya ok,,,2025-10-16T19:03:31,,,"[{'type': 'emoji', 'count': 1, 'emoji': '👀', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-16T19:03:31'}]}]"
31815,2025-10-16 17:41:55,17,osy (simut),user5384267911,Rill bgitu smpe mukaku oren dan mata panda keliatan,31809.0,,,,,
31842,2025-10-17 04:38:15,4,osy (simut),user5384267911,LUCU BGT IH,31818.0,,,,,
31843,2025-10-17 04:38:23,4,osy (simut),user5384267911,Sgt excited 🫢🌸,,,,,,
31844,2025-10-17 04:38:28,4,osy (simut),user5384267911,Iyh bleh,31819.0,,,,,
31845,2025-10-17 04:38:32,4,osy (simut),user5384267911,Kl anunya dimatiin gmnah,,,,,,
31846,2025-10-17 04:38:41,4,osy (simut),user5384267911,MWW,31822.0,,,,,
31847,2025-10-17 04:38:46,4,osy (simut),user5384267911,Dan jajan 😧,,,,,,
31848,2025-10-17 04:38:58,4,osy (simut),user5384267911,BGS GKK,31823.0,,,,,
31849,2025-10-17 04:39:11,4,osy (simut),user5384267911,Soalnya ni yg ak sdikit menjepit kelopak mata,,,,,,
31850,2025-10-17 04:39:15,4,osy (simut),user5384267911,Apa ak yang oon pkenya yh,,,,,,
31851,2025-10-17 04:39:28,4,osy (simut),user5384267911,Tengs for the info ok,31825.0,,2025-10-17T06:47:49,,,"[{'type': 'emoji', 'count': 1, 'emoji': '👀', 'recent': [{'from': '10124481 - Gina Pratiwi', 'from_id': 'user6085595727', 'date': '2025-10-17T06:47:49'}]}]"
31852,2025-10-17 04:41:20,4,osy (simut),user5384267911,Iyh sgt smngt inih bu gurunyh,31826.0,,,,,
